Record ID,Title,Author,Journal,Publisher,OriginalPaperDate,OriginalPaperDOI,Reason,Subject
64671.0,Research on simulation of community resilience improvement path based on fuzzy DEMATEL and fuzzy cognitive map,Weijing Liang;Ye Xue;Jing Xu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-27,10.3233/jifs-232234,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64670.0,Research on quality evaluation of online teaching platform based on RS-BP Neural Network,Yiping Zhu;Jiajia Huang;Yi Zhu;Yang Guo,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-10,10.3233/jifs-231381,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;
64669.0,Research on quality evaluation of industry-education integration for rural vocational education in the perspective of rural revitalization with PL-MACONT method,Shuangliu Huang;Huazai Chen,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-03-29,10.3233/jifs-223856,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - General;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;
64666.0,Research on lightweight pavement disease detection model based on YOLOv7,Chishe Wang;Jun Li;Jie Wang;Weikang Zhao,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-07,10.3233/jifs-239289,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64665.0,Research on innovation and entrepreneurship education environment evaluation in universities under the background of “Double Innovation” with interval-valued intuitionistic fuzzy information,Lei Yang;Ge Gao,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-09-29,10.3233/jifs-232151,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64660.0,Research on college physical education teaching effect evaluation based on probabilistic hesitant fuzzy QUALIFLEX method,Lijuan Jia;Fang Hou,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-07-13,10.3233/jifs-231769,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;(SOC) Sports and Recreation;
64657.0,Remote sensing-based scene classification by feature fusion and extraction with ensemble classifier employing machine learning approaches,A Arulmurugan;R Kaviarasan;Parimala Garnepudi;M Kanchana;D Kothandaraman;C H Sandeep,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-11-27,10.3233/jifs-235109,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64656.0,Reliable hybrid deep learning technique for an effective spectrum sensing in cognitive radio,S Sivaranjani;C Vivek,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-04-15,10.3233/jifs-224376,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(PHY) Engineering - Electrical;(SOC) Communications;
64655.0,Reliable cluster based data collection framework for IoT-big data healthcare applications,N Pughazendi;K Valarmathi;P V Rajaraman;S Balaji,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-30,10.3233/jifs-233505,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - General;
64654.0,Regional forest wellness travel progression potentiality assessment method and enhancement path,Qian Xu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-04-28,10.3233/jifs-230582,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64650.0,Recommendation model based 5G network cloud data with AI technique and IoMT applications,Zhang Kexing;He Jiang,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-02-24,10.3233/jifs-235064,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64648.0,Quasi-oppositional artificial algae optimization with adaptive neuro fuzzy inference based maximum power point tracking for PV systems,B Jegajothi;I Kathir;Neeraj Kumar Shukla;R B R Prakash,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-07-05,10.3233/jifs-223889,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64643.0,Proportional intuitionistic fuzzy AHP method: Wind turbine selection application,Cengiz Kahraman,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-11-23,10.3233/jifs-236035,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;False/Forged Authorship;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64642.0,Properties of interval-valued quadripartitioned neutrosophic graphs with real-life application,Xiaolong Shi;Saeed Kosari;Hossein Rashmanlou;Said Broumi;S Satham Hussain,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-02-02,10.3233/jifs-222572,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64639.0,Process control of chemical dynamic system based on multi-strategy mayfly optimization algorithm,Jingyan Li;Yuanbin Mo;Lila Hong;Rong Gong,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-02-17,10.3233/jifs-237786,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(PHY) Engineering - Chemical;
64632.0,Privacy-preserving fuzzy commitment schemes for secure IoT device authentication,M Kandan;A Durai Murugan;Gandikota Ramu;R K Gnanamurthy;Dibyahash Bordoloi;Swati Rawat; Murugesan;Pulicherla Siva Prasad,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-12-16,10.3233/jifs-234100,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64626.0,Prediction of biomedical signals using deep learning techniques,K Kalaivani;Pravin R Kshirsagarr;J Sirisha Devi;Surekha Reddy Bandela;Ilhami Colak;J Nageswara Rao;A Rajaram,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-03-28,10.3233/jifs-230399,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - General;
64623.0,Practice research on integrated development of culture and tourism public services under the background of big data,Shuting Wen;Fangcheng Wen,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-11,10.3233/jifs-232318,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Sports and Recreation;
64619.0,Power aggregation operators based on hamacher t-norm and t-conorm for complex intuitionistic fuzzy information and their application in decision-making problems,Hao Dong;Zeeshan Ali;Tahir Mahmood;Peide Liu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-09-16,10.3233/jifs-230323,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(PHY) Mathematics;
64617.0,Picture fuzzy cubic graphs and their applications,Jasminara Khatun;Sk Amanathulla;Madhumangal Pal,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-12-13,10.3233/jifs-232523,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64616.0,Picture fuzzy Choquet integral based Einstein operations and its application in selection of the best mobile apps for online education,K Deva;S Mohanaselvi,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-04-25,10.3233/jifs-230472,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(SOC) Education;
64613.0,Performance improvement and complexity reduction in the classification of EMG signals with mRMR-based CNN-KNN combined model,X Little Flower;S Poonguzhali,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2022-11-10,10.3233/jifs-220811,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64611.0,Performance analysis of cyclostationary spectrum sensing with dynamic thresholding using artificial neural network under varying signal to noise ratio and noise variance conditions,M Suba;D Susan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-06-09,10.3233/jifs-232610,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64610.0,Perfect score function in picture fuzzy set and its applications in decision-making problems,R V Jaikumar;Sundareswaran Raman;Madhumangal Pal,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-05-25,10.3233/jifs-223234,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64609.0,Penguin search optimization algorithm with multi-agent reinforcement learning for disease prediction and recommendation model,Thota Radha Rajesh;Surendran Rajendran;Meshal Alharbi,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-03-07,10.3233/jifs-223933,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - General;
64608.0,Peer to peer sybil and eclipse attack detection via fuzzy kademlia,D Geepthi;C Christopher Columbus;C Jeyanthi,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2022-12-08,10.3233/jifs-222802,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64607.0,Peanut maturity detection assessment using cross-layer multi-perception neural network based on hyperspectral sensory image feature observation,M Balasubramaniyan;C Navaneethan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-02-27,10.3233/jifs-239332,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(BLS) Agriculture;
64606.0,Pattern recognition of urban traffic accidents: Application of cluster analysis and support vector machine in accident pattern recognition,Longkai Chen;Jingjing Huang,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-04-30,10.3233/jifs-241018,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(B/T) Transportation;(HSC) Public Health and Safety;
64602.0,Optimizing graphics for understanding real-scene using 3D image registration and tracking and mapping,Eman S Alkhalifah,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-11-22,10.3233/jifs-233878,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64601.0,"Optimized machine learning algorithm for thyroid tumour type classification: A hybrid approach Random Forest, and intelligent optimization algorithms",S Sheik Faritha Begum;M Suresh Anand;P V Pramila;J Indra;J Samson Isaac;Chockalingam Alagappan;Amara S A L G Gopala Gupta;Suraj Srivastava;R G Vidhya,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-04-06,10.3233/jifs-239804,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - Endocrinology;(HSC) Medicine - Oncology;(HSC) Radiology/Imaging;
64600.0,Optimized deep learning-based intrusion detection framework for vehicular network,Ravula Vishnukumar;Mangayarkarasi Ramaiah,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-28,10.3233/jifs-233581,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64599.0,"Optimize and analysis of drilling PMSM using hybrid technique based on BN, FFT, FCE, and FMA for risk assessment",Syed Ismail Abdul Lathif;J Cruz Antony;V Noel Jeygar Robert;D Aishwarya,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-03-13,10.3233/jifs-224462,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64597.0,Optimization algorithm for enterprise supply chain network based on blockchain distributed technology in the context of digital economy,Ling Xin,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-16,10.3233/jifs-234664,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - General;(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;
64595.0,Optimal allocation of hybrid energy storage capacity of DC microgrid based on model predictive control algorithm,Jie Zhao;Shuo Wang;Haotian Wu,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-21,10.3233/jifs-234849,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Technology;(PHY) Energy;(PHY) Engineering - Electrical;
64594.0,Opt_att-GANC: Fusion of CT and PET images using an optimal attention-based generative adversarial network with classifier for lung cancer classification,Bhagya Lakshmi Nandipati;Nagaraju Devarakonda,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-26,10.3233/jifs-233491,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - Pulmonology;(HSC) Radiology/Imaging;
64590.0,On n-polygonal interval-valued fuzzy numbers and application in e-commerce risk assessment,Chunfeng Suo;Yongming Li;Li Guo,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-09-20,10.3233/jifs-230040,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - General;(B/T) Data Science;
64587.0,Novel evaluation model of teaching quality based on the improved IVIF-BWM and IVIFWMSM,Youping Lin;Wenxin Wang;Yanling Chen;Feng Li,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-07-29,10.3233/jifs-232272,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(SOC) Education;
64584.0,New optimization technique for group decision analysis with complex Pythagorean fuzzy sets,Muhammad Akram;Kiran Zahid;Cengiz Kahraman,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2022-11-30,10.3233/jifs-220764,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;
64582.0,New concept of centrality measurement in fuzzy social networks,Rupkumar Mahapatra;Sovan Samanta;Madhumangal Pal,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-03-09,10.3233/jifs-232602,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;False/Forged Authorship;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(SOC) Sociology;
64580.0,Neutrosophic ratio-type exponential estimators for estimation of population mean,Zaigham Tahir;Hina Khan;Faten S Alamri;Muhammad Aslam,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-07-02,10.3233/jifs-223539,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;
64579.0,Neutrosophic logistic model with applications in fuzzy data modeling,Laila A Al-Essa;Zahid Khan;Fuad S Alduais,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-12-21,10.3233/jifs-233357,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;False/Forged Authorship;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(HSC) Public Health and Safety;
64578.0,NeutroMAS4SCRM : a combined multi-agent system with neutrosophic data analytic hierarchy process framework for supply chain risk management,Ahlem Meziani;Abdelhabib Bourouis;Mohamed Sedik Chebout,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2022-11-23,10.3233/jifs-222305,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - Management;(B/T) Data Science;
64576.0,Multi-UAV computing enabling efficient clustering-based IoT for energy reduction and data transmission,C R Komala;V Velmurugan;K Maheswari;S Deena;M Kavitha;A Rajaram,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-05-10,10.3233/jifs-231242,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;False/Forged Authorship;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(B/T) Technology;(PHY) Engineering - Electrical;
64566.0,Dual generative adversarial networks based on regression and neighbor characteristics,Weinan Jia;Ming Lu;Qing Shen;Chunzhi Tian;Xuyang Zheng,PLoS One,PLoS,2024-01-18,10.1371/journal.pone.0291656,Breach of Policy by Author;Computer-Aided Content or Computer-Generated Content;Copyright Claims;Duplication of/in Article;Euphemisms for Duplication;Investigation by Journal/Publisher;Removed;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(PHY) Statistics;
64561.0,Multi-objective shuffled frog leaping algorithm for deployment of sensors in target based wireless sensor networks,N Poongavanam;N Nithiyanandam;T Suma;Venkata Nagaraju Thatha;Riaz Shaik,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-21,10.3233/jifs-233595,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(B/T) Technology;(PHY) Engineering - Electrical;
64559.0,Multi-item economic production quantity model under single valued bipolar neutrosophic environment based on possibilistic theory,Sourav Kumar Giri;Totan Garai;Sahidul Islam,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-01-28,10.3233/jifs-222752,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Business - Economics;(B/T) Data Science;
64557.0,Multi-criteria group decision-making method based on total distance and BWM with spatial information in Hesitant Pythagorean fuzzy environment,Jiali Wang;Wenqi Jiang;Xiwen Tao;Shanshan Yang,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-10-25,10.3233/jifs-233339,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;
64549.0,Movie recommendation system using taymon optimized deep learning network,S Aramuthakannan;M Ramya Devi;S Lokesh;R Kumar,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-08-20,10.3233/jifs-231041,Cites Retracted Work;Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(B/T) Technology;
64540.0,Modelling of photovoltaic cells using Boole’s rule-based multi-objective genetic algorithm implemented in Indoor hardware setup,R IssanRaj;S Visalakshi,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2023-07-10,10.3233/jifs-230663,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Computer Science;(PHY) Engineering - Electrical;
64539.0,Modeling of Aquila Optimizer with Hybrid ResNet-DenseNet enabled Breast Cancer Classification on Histopathological Images,R K Chandana Mani;J Kamalakannan,Journal of Intelligent & Fuzzy Systems,IOS Press (bought by Sage November 2023),2024-01-08,10.3233/jifs-236636,Computer-Aided Content or Computer-Generated Content;Concerns/Issues about Referencing/Attributions;Concerns/Issues about Third Party Involvement;Compromised Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Paper Mill;Unreliable Results and/or Conclusions;,(B/T) Data Science;(HSC) Medicine - Oncology;(HSC) Radiology/Imaging;
